Time,Flowrate
0.2376,0.0001443813
0.2378,0.0001441194
0.238,0.0001438575
0.2382,0.0001435963
0.2384,0.0001433351
0.2386,0.0001430739
0.2388,0.0001428128
0.239,0.0001425516
0.2392,0.0001422912
0.2394,0.0001420308
0.2396,0.0001417704
0.2398,0.0001415101
0.24,0.0001412497
0.2402,0.0001409901
0.2404,0.0001407306
0.2406,0.000140471
0.2408,0.0001402114
0.241,0.0001399519
0.2412,0.0001396932
0.2414,0.0001394345
0.2416,0.0001391759
0.2418,0.0001389172
0.242,0.0001386585
0.2422,0.0001384008
0.2424,0.0001381431
0.2426,0.0001378854
0.2428,0.0001376277
0.243,0.0001373699
0.2432,0.0001371132
0.2434,0.0001368565
0.2436,0.0001365998
0.2438,0.0001363431
0.244,0.0001360863
0.2442,0.0001358307
0.2444,0.0001355751
0.2446,0.0001353195
0.2448,0.0001350638
0.245,0.0001348082
0.2452,0.0001345537
0.2454,0.0001342993
0.2456,0.0001340448
0.2458,0.0001337903
0.246,0.0001335358
0.2462,0.0001332826
0.2464,0.0001330293
0.2466,0.0001327761
0.2468,0.0001325228
0.247,0.0001322696
0.2472,0.0001320176
0.2474,0.0001317656
0.2476,0.0001315137
0.2478,0.0001312617
0.248,0.0001310098
0.2482,0.0001307592
0.2484,0.0001305085
0.2486,0.0001302579
0.2488,0.0001300073
0.249,0.0001297567
0.2492,0.0001295075
0.2494,0.0001292583
0.2496,0.0001290091
0.2498,0.0001287599
0.25,0.0001285107
0.2502,0.000128263
0.2504,0.0001280153
0.2506,0.0001277676
0.2508,0.0001275199
0.251,0.0001272722
0.2512,0.0001270259
0.2514,0.0001267797
0.2516,0.0001265335
0.2518,0.0001262873
0.252,0.0001260411
0.2522,0.0001257964
0.2524,0.0001255518
0.2526,0.0001253071
0.2528,0.0001250624
0.253,0.0001248178
0.2532,0.0001245747
0.2534,0.0001243316
0.2536,0.0001240885
0.2538,0.0001238454
0.254,0.0001236023
0.2542,0.0001233608
0.2544,0.0001231193
0.2546,0.0001228778
0.2548,0.0001226362
0.255,0.0001223947
0.2552,0.0001221547
0.2554,0.0001219148
0.2556,0.0001216748
0.2558,0.0001214349
0.256,0.0001211949
0.2562,0.0001209565
0.2564,0.000120718
0.2566,0.0001204796
0.2568,0.0001202411
0.257,0.0001200027
0.2572,0.0001197658
0.2574,0.0001195288
0.2576,0.0001192919
0.2578,0.000119055
0.258,0.000118818
0.2582,0.0001185825
0.2584,0.000118347
0.2586,0.0001181115
0.2588,0.000117876
0.259,0.0001176405
0.2592,0.0001174063
0.2594,0.0001171721
0.2596,0.000116938
0.2598,0.0001167038
0.26,0.0001164696
0.2602,0.0001162367
0.2604,0.0001160038
0.2606,0.0001157709
0.2608,0.000115538
0.261,0.0001153051
0.2612,0.0001150733
0.2614,0.0001148415
0.2616,0.0001146097
0.2618,0.0001143779
0.262,0.0001141461
0.2622,0.0001139153
0.2624,0.0001136845
0.2626,0.0001134536
0.2628,0.0001132228
0.263,0.000112992
0.2632,0.000112762
0.2634,0.000112532
0.2636,0.000112302
0.2638,0.000112072
0.264,0.000111842
0.2642,0.0001116127
0.2644,0.0001113833
0.2646,0.000111154
0.2648,0.0001109247
0.265,0.0001106953
0.2652,0.0001104664
0.2654,0.0001102376
0.2656,0.0001100087
0.2658,0.0001097798
0.266,0.0001095509
0.2662,0.0001093223
0.2664,0.0001090936
0.2666,0.000108865
0.2668,0.0001086363
0.267,0.0001084077
0.2672,0.000108179
0.2674,0.0001079504
0.2676,0.0001077218
0.2678,0.0001074932
0.268,0.0001072646
0.2682,0.0001070357
0.2684,0.0001068069
0.2686,0.0001065781
0.2688,0.0001063493
0.269,0.0001061204
0.2692,0.0001058912
0.2694,0.0001056619
0.2696,0.0001054326
0.2698,0.0001052033
0.27,0.000104974
0.2702,0.0001047441
0.2704,0.0001045141
0.2706,0.0001042841
0.2708,0.0001040541
0.271,0.0001038241
0.2712,0.0001035932
0.2714,0.0001033623
0.2716,0.0001031313
0.2718,0.0001029004
0.272,0.0001026694
0.2722,0.0001024373
0.2724,0.0001022051
0.2726,0.000101973
0.2728,0.0001017408
0.273,0.0001015087
0.2732,0.000101275
0.2734,0.0001010414
0.2736,0.0001008078
0.2738,0.0001005741
0.274,0.0001003405
0.2742,0.0001001051
0.2744,0.00009986975
0.2746,0.0000996344
0.2748,0.00009939904
0.275,0.00009916368
0.2752,0.00009892634
0.2754,0.00009868899
0.2756,0.00009845165
0.2758,0.0000982143
0.276,0.00009797696
0.2762,0.00009773741
0.2764,0.00009749787
0.2766,0.00009725832
0.2768,0.00009701878
0.277,0.00009677924
0.2772,0.00009653725
0.2774,0.00009629527
0.2776,0.00009605329
0.2778,0.0000958113
0.278,0.00009556932
0.2782,0.00009532469
0.2784,0.00009508006
0.2786,0.00009483543
0.2788,0.0000945908
0.279,0.00009434618
0.2792,0.0000940987
0.2794,0.00009385122
0.2796,0.00009360375
0.2798,0.00009335627
0.28,0.0000931088
0.2802,0.00009285831
0.2804,0.00009260782
0.2806,0.00009235732
0.2808,0.00009210683
0.281,0.00009185634
0.2812,0.00009160268
0.2814,0.00009134902
0.2816,0.00009109536
0.2818,0.0000908417
0.282,0.00009058804
0.2822,0.0000903311
0.2824,0.00009007416
0.2826,0.00008981722
0.2828,0.00008956029
0.283,0.00008930335
0.2832,0.00008904301
0.2834,0.00008878267
0.2836,0.00008852234
0.2838,0.000088262
0.284,0.00008800166
0.2842,0.00008773789
0.2844,0.00008747411
0.2846,0.00008721034
0.2848,0.00008694656
0.285,0.00008668279
0.2852,0.00008641548
0.2854,0.00008614817
0.2856,0.00008588086
0.2858,0.00008561356
0.286,0.00008534625
0.2862,0.00008507544
0.2864,0.00008480462
0.2866,0.00008453381
0.2868,0.000084263
0.287,0.00008399219
0.2872,0.00008371789
0.2874,0.0000834436
0.2876,0.0000831693
0.2878,0.000082895
0.288,0.00008262071
0.2882,0.00008234297
0.2884,0.00008206524
0.2886,0.0000817875
0.2888,0.00008150977
0.289,0.00008123204
0.2892,0.00008095095
0.2894,0.00008066986
0.2896,0.00008038877
0.2898,0.00008010768
0.29,0.00007982659
0.2902,0.00007954228
0.2904,0.00007925797
0.2906,0.00007897366
0.2908,0.00007868935
0.291,0.00007840504
0.2912,0.00007811762
0.2914,0.00007783019
0.2916,0.00007754277
0.2918,0.00007725535
0.292,0.00007696792
0.2922,0.00007667762
0.2924,0.00007638731
0.2926,0.000076097
0.2928,0.0000758067
0.293,0.00007551639
0.2932,0.00007522336
0.2934,0.00007493033
0.2936,0.00007463731
0.2938,0.00007434428
0.294,0.00007405125
0.2942,0.00007375577
0.2944,0.00007346028
0.2946,0.00007316479
0.2948,0.0000728693
0.295,0.00007257381
0.2952,0.0000722761
0.2954,0.00007197839
0.2956,0.00007168068
0.2958,0.00007138297
0.296,0.00007108527
0.2962,0.00007078564
0.2964,0.00007048601
0.2966,0.00007018638
0.2968,0.00006988675
0.297,0.00006958712
0.2972,0.00006928587
0.2974,0.00006898462
0.2976,0.00006868338
0.2978,0.00006838213
0.298,0.00006808089
0.2982,0.00006777832
0.2984,0.00006747574
0.2986,0.00006717317
0.2988,0.0000668706
0.299,0.00006656803
0.2992,0.00006626449
0.2994,0.00006596095
0.2996,0.00006565741
0.2998,0.00006535388
0.3,0.00006505034
0.3002,0.00006474618
0.3004,0.00006444202
0.3006,0.00006413786
0.3008,0.0000638337
0.301,0.00006352954
0.3012,0.00006322509
0.3014,0.00006292064
0.3016,0.00006261619
0.3018,0.00006231174
0.302,0.00006200728
0.3022,0.00006170293
0.3024,0.00006139858
0.3026,0.00006109423
0.3028,0.00006078988
0.303,0.00006048553
0.3032,0.00006018161
0.3034,0.00005987768
0.3036,0.00005957376
0.3038,0.00005926984
0.304,0.00005896592
0.3042,0.00005866281
0.3044,0.0000583597
0.3046,0.00005805659
0.3048,0.00005775347
0.305,0.00005745036
0.3052,0.0000571484
0.3054,0.00005684644
0.3056,0.00005654448
0.3058,0.00005624252
0.306,0.00005594056
0.3062,0.00005564011
0.3064,0.00005533966
0.3066,0.00005503921
0.3068,0.00005473876
0.307,0.00005443831
0.3072,0.00005413968
0.3074,0.00005384106
0.3076,0.00005354243
0.3078,0.00005324381
0.308,0.00005294518
0.3082,0.0000526487
0.3084,0.00005235222
0.3086,0.00005205574
0.3088,0.00005175927
0.309,0.00005146279
0.3092,0.00005116876
0.3094,0.00005087473
0.3096,0.0000505807
0.3098,0.00005028667
0.31,0.00004999264
0.3102,0.00004970136
0.3104,0.00004941008
0.3106,0.00004911879
0.3108,0.00004882751
0.311,0.00004853622
0.3112,0.00004824791
0.3114,0.0000479596
0.3116,0.00004767129
0.3118,0.00004738298
0.312,0.00004709468
0.3122,0.00004680963
0.3124,0.00004652459
0.3126,0.00004623955
0.3128,0.00004595451
0.313,0.00004566946
0.3132,0.00004538783
0.3134,0.0000451062
0.3136,0.00004482457
0.3138,0.00004454294
0.314,0.00004426131
0.3142,0.00004398332
0.3144,0.00004370533
0.3146,0.00004342733
0.3148,0.00004314934
0.315,0.00004287135
0.3152,0.0000425971
0.3154,0.00004232286
0.3156,0.00004204861
0.3158,0.00004177436
0.316,0.00004150012
0.3162,0.0000412298
0.3164,0.00004095948
0.3166,0.00004068916
0.3168,0.00004041884
0.317,0.00004014852
0.3172,0.0000398822
0.3174,0.00003961588
0.3176,0.00003934956
0.3178,0.00003908324
0.318,0.00003881692
0.3182,0.00003855465
0.3184,0.00003829238
0.3186,0.00003803011
0.3188,0.00003776784
0.319,0.00003750557
0.3192,0.00003724742
0.3194,0.00003698927
0.3196,0.00003673112
0.3198,0.00003647297
0.32,0.00003621482
0.3202,0.00003596079
0.3204,0.00003570677
0.3206,0.00003545274
0.3208,0.00003519871
0.321,0.00003494468
0.3212,0.00003469475
0.3214,0.00003444483
0.3216,0.0000341949
0.3218,0.00003394498
0.322,0.00003369506
0.3222,0.0000334492
0.3224,0.00003320335
0.3226,0.00003295749
0.3228,0.00003271164
0.323,0.00003246578
0.3232,0.00003222395
0.3234,0.00003198211
0.3236,0.00003174028
0.3238,0.00003149844
0.324,0.00003125661
0.3242,0.00003101869
0.3244,0.00003078077
0.3246,0.00003054285
0.3248,0.00003030494
0.325,0.00003006702
0.3252,0.00002983293
0.3254,0.00002959883
0.3256,0.00002936474
0.3258,0.00002913065
0.326,0.00002889656
0.3262,0.00002866621
0.3264,0.00002843586
0.3266,0.00002820551
0.3268,0.00002797516
0.327,0.00002774481
0.3272,0.00002751803
0.3274,0.00002729125
0.3276,0.00002706447
0.3278,0.00002683769
0.328,0.00002661091
0.3282,0.0000263876
0.3284,0.00002616429
0.3286,0.00002594098
0.3288,0.00002571767
0.329,0.00002549435
0.3292,0.00002527436
0.3294,0.00002505436
0.3296,0.00002483436
0.3298,0.00002461436
0.33,0.00002439436
0.3302,0.00002417752
0.3304,0.00002396068
0.3306,0.00002374384
0.3308,0.00002352701
0.331,0.00002331017
0.3312,0.00002309637
0.3314,0.00002288258
0.3316,0.00002266878
0.3318,0.00002245499
0.332,0.0000222412
0.3322,0.00002203027
0.3324,0.00002181935
0.3326,0.00002160842
0.3328,0.0000213975
0.333,0.00002118657
0.3332,0.00002097839
0.3334,0.00002077021
0.3336,0.00002056202
0.3338,0.00002035384
0.334,0.00002014566
0.3342,0.00001994012
0.3344,0.00001973458
0.3346,0.00001952905
0.3348,0.00001932351
0.335,0.00001911798
0.3352,0.00001891494
0.3354,0.0000187119
0.3356,0.00001850886
0.3358,0.00001830583
0.336,0.00001810279
0.3362,0.00001790216
0.3364,0.00001770153
0.3366,0.00001750091
0.3368,0.00001730028
0.337,0.00001709965
0.3372,0.00001690138
0.3374,0.0000167031
0.3376,0.00001650483
0.3378,0.00001630656
0.338,0.00001610828
0.3382,0.00001591227
0.3384,0.00001571625
0.3386,0.00001552023
0.3388,0.00001532421
0.339,0.0000151282
0.3392,0.00001493444
0.3394,0.00001474068
0.3396,0.00001454692
0.3398,0.00001435315
0.34,0.00001415939
0.3402,0.00001396785
0.3404,0.00001377631
0.3406,0.00001358477
0.3408,0.00001339323
0.341,0.00001320169
0.3412,0.00001301234
0.3414,0.000012823
0.3416,0.00001263366
0.3418,0.00001244432
0.342,0.00001225497
0.3422,0.00001206794
0.3424,0.00001188091
0.3426,0.00001169388
0.3428,0.00001150685
0.343,0.00001131982
0.3432,0.00001113511
0.3434,0.00001095039
0.3436,0.00001076567
0.3438,0.00001058096
0.344,0.00001039624
0.3442,0.00001021395
0.3444,0.00001003165
0.3446,0.000009849361
0.3448,0.000009667069
0.345,0.000009484776
0.3452,0.000009305017
0.3454,0.000009125258
0.3456,0.000008945499
0.3458,0.00000876574
0.346,0.000008585981
0.3462,0.000008408882
0.3464,0.000008231783
0.3466,0.000008054683
0.3468,0.000007877584
0.347,0.000007700485
0.3472,0.000007526247
0.3474,0.000007352009
0.3476,0.00000717777
0.3478,0.000007003532
0.348,0.000006829294
0.3482,0.000006658066
0.3484,0.000006486838
0.3486,0.000006315611
0.3488,0.000006144383
0.349,0.000005973155
0.3492,0.000005805177
0.3494,0.000005637199
0.3496,0.000005469221
0.3498,0.000005301243
0.35,0.000005133265
0.3502,0.000004968749
0.3504,0.000004804232
0.3506,0.000004639716
0.3508,0.000004475199
0.351,0.000004310683
0.3512,0.000004149873
0.3514,0.000003989064
0.3516,0.000003828254
0.3518,0.000003667444
0.352,0.000003506635
0.3522,0.000003349784
0.3524,0.000003192932
0.3526,0.000003036081
0.3528,0.00000287923
0.353,0.000002722378
0.3532,0.000002569779
0.3534,0.00000241718
0.3536,0.000002264582
0.3538,0.000002111983
0.354,0.000001959384
0.3542,0.000001811304
0.3544,0.000001663224
0.3546,0.000001515144
0.3548,0.000001367065
0.355,0.000001218985
0.3552,0.000001075705
0.3554,0.0000009324243
0.3556,0.000000789144
0.3558,0.0000006458637
0.356,0.0000005025834
0.3562,0.0000003643785
0.3564,0.0000002261736
0.3566,0.00000008796872
0.3568,-0.00000005023617
0.357,-0.0000001884411
0.3572,-0.0000003212512
0.3574,-0.0000004540614
0.3576,-0.0000005868716
0.3578,-0.0000007196818
0.358,-0.000000852492
0.3582,-0.0000009796701
0.3584,-0.000001106848
0.3586,-0.000001234026
0.3588,-0.000001361204
0.359,-0.000001488383
0.3592,-0.000001609628
0.3594,-0.000001730873
0.3596,-0.000001852118
0.3598,-0.000001973363
0.36,-0.000002094608
0.3602,-0.000002209665
0.3604,-0.000002324722
0.3606,-0.000002439779
0.3608,-0.000002554836
0.361,-0.000002669893
0.3612,-0.000002778533
0.3614,-0.000002887172
0.3616,-0.000002995812
0.3618,-0.000003104451
0.362,-0.000003213091
0.3622,-0.000003315097
0.3624,-0.000003417103
0.3626,-0.000003519109
0.3628,-0.000003621115
0.363,-0.000003723121
0.3632,-0.000003818292
0.3634,-0.000003913463
0.3636,-0.000004008634
0.3638,-0.000004103805
0.364,-0.000004198976
0.3642,-0.000004287121
0.3644,-0.000004375266
0.3646,-0.000004463412
0.3648,-0.000004551557
0.365,-0.000004639702
0.3652,-0.0000047207
0.3654,-0.000004801698
0.3656,-0.000004882696
0.3658,-0.000004963694
0.366,-0.000005044692
0.3662,-0.0000051184
0.3664,-0.000005192108
0.3666,-0.000005265816
0.3668,-0.000005339524
0.367,-0.000005413232
0.3672,-0.000005479596
0.3674,-0.000005545959
0.3676,-0.000005612323
0.3678,-0.000005678687
0.368,-0.000005745051
0.3682,-0.00000580401
0.3684,-0.00000586297
0.3686,-0.00000592193
0.3688,-0.000005980889
0.369,-0.000006039849
0.3692,-0.000006091355
0.3694,-0.000006142861
0.3696,-0.000006194368
0.3698,-0.000006245874
0.37,-0.000006297381
0.3702,-0.000006341497
0.3704,-0.000006385613
0.3706,-0.000006429729
0.3708,-0.000006473845
0.371,-0.000006517961
0.3712,-0.000006554741
0.3714,-0.000006591522
0.3716,-0.000006628303
0.3718,-0.000006665083
0.372,-0.000006701864
0.3722,-0.000006731397
0.3724,-0.000006760931
0.3726,-0.000006790464
0.3728,-0.000006819997
0.373,-0.00000684953
0.3732,-0.000006871936
0.3734,-0.000006894342
0.3736,-0.000006916748
0.3738,-0.000006939154
0.374,-0.00000696156
0.3742,-0.000006977
0.3744,-0.000006992439
0.3746,-0.000007007878
0.3748,-0.000007023318
0.375,-0.000007038757
0.3752,-0.000007047462
0.3754,-0.000007056167
0.3756,-0.000007064872
0.3758,-0.000007073577
0.376,-0.000007082282
0.3762,-0.00000708447
0.3764,-0.000007086658
0.3766,-0.000007088846
0.3768,-0.000007091034
0.377,-0.000007093222
0.3772,-0.000007089157
0.3774,-0.000007085092
0.3776,-0.000007081027
0.3778,-0.000007076961
0.378,-0.000007072896
0.3782,-0.000007062866
0.3784,-0.000007052835
0.3786,-0.000007042804
0.3788,-0.000007032773
0.379,-0.000007022742
0.3792,-0.000007007095
0.3794,-0.000006991448
0.3796,-0.0000069758
0.3798,-0.000006960153
0.38,-0.000006944506
0.3802,-0.000006923537
0.3804,-0.000006902568
0.3806,-0.000006881599
0.3808,-0.000006860631
0.381,-0.000006839662
0.3812,-0.000006813799
0.3814,-0.000006787935
0.3816,-0.000006762072
0.3818,-0.000006736209
0.382,-0.000006710345
0.3822,-0.000006679898
0.3824,-0.00000664945
0.3826,-0.000006619003
0.3828,-0.000006588555
0.383,-0.000006558108
0.3832,-0.000006523531
0.3834,-0.000006488953
0.3836,-0.000006454376
0.3838,-0.000006419798
0.384,-0.000006385221
0.3842,-0.00000634687
0.3844,-0.00000630852
0.3846,-0.000006270169
0.3848,-0.000006231818
0.385,-0.000006193468
0.3852,-0.000006151818
0.3854,-0.000006110167
0.3856,-0.000006068517
0.3858,-0.000006026867
0.386,-0.000005985216
0.3862,-0.000005940611
0.3864,-0.000005896006
0.3866,-0.0000058514
0.3868,-0.000005806795
0.387,-0.000005762189
0.3872,-0.000005715089
0.3874,-0.000005667989
0.3876,-0.000005620889
0.3878,-0.000005573789
0.388,-0.000005526689
0.3882,-0.00000547746
0.3884,-0.000005428232
0.3886,-0.000005379003
0.3888,-0.000005329775
0.389,-0.000005280546
0.3892,-0.000005229626
0.3894,-0.000005178705
0.3896,-0.000005127785
0.3898,-0.000005076864
0.39,-0.000005025944
0.3902,-0.000004973684
0.3904,-0.000004921424
0.3906,-0.000004869165
0.3908,-0.000004816905
0.391,-0.000004764645
0.3912,-0.00000471143
0.3914,-0.000004658215
0.3916,-0.000004605
0.3918,-0.000004551785
0.392,-0.00000449857
0.3922,-0.000004444772
0.3924,-0.000004390973
0.3926,-0.000004337175
0.3928,-0.000004283377
0.393,-0.000004229579
0.3932,-0.000004175468
0.3934,-0.000004121356
0.3936,-0.000004067245
0.3938,-0.000004013134
0.394,-0.000003959023
0.3942,-0.000003904963
0.3944,-0.000003850904
0.3946,-0.000003796844
0.3948,-0.000003742784
0.395,-0.000003688725
0.3952,-0.000003634952
0.3954,-0.000003581178
0.3956,-0.000003527405
0.3958,-0.000003473632
0.396,-0.000003419858
0.3962,-0.000003366657
0.3964,-0.000003313456
0.3966,-0.000003260255
0.3968,-0.000003207054
0.397,-0.000003153853
0.3972,-0.000003101401
0.3974,-0.00000304895
0.3976,-0.000002996498
0.3978,-0.000002944047
0.398,-0.000002891595
0.3982,-0.000002840105
0.3984,-0.000002788615
0.3986,-0.000002737125
0.3988,-0.000002685635
0.399,-0.000002634145
0.3992,-0.000002583761
0.3994,-0.000002533378
0.3996,-0.000002482994
0.3998,-0.00000243261
0.4,-0.000002382227
0.4002,-0.000002333073
0.4004,-0.000002283918
0.4006,-0.000002234764
0.4008,-0.00000218561
0.401,-0.000002136456
0.4012,-0.000002088637
0.4014,-0.000002040818
0.4016,-0.000001992999
0.4018,-0.00000194518
0.402,-0.000001897361
0.4022,-0.000001850909
0.4024,-0.000001804458
0.4026,-0.000001758007
0.4028,-0.000001711555
0.403,-0.000001665104
0.4032,-0.000001620055
0.4034,-0.000001575006
0.4036,-0.000001529957
0.4038,-0.000001484909
0.404,-0.00000143986
0.4042,-0.000001396221
0.4044,-0.000001352582
0.4046,-0.000001308943
0.4048,-0.000001265303
0.405,-0.000001221664
0.4052,-0.000001179373
0.4054,-0.000001137082
0.4056,-0.00000109479
0.4058,-0.000001052499
0.406,-0.000001010207
0.4062,-0.0000009692177
0.4064,-0.0000009282281
0.4066,-0.0000008872384
0.4068,-0.0000008462488
0.407,-0.0000008052591
0.4072,-0.0000007654775
0.4074,-0.0000007256959
0.4076,-0.0000006859143
0.4078,-0.0000006461327
0.408,-0.0000006063512
0.4082,-0.000000567699
0.4084,-0.0000005290469
0.4086,-0.0000004903948
0.4088,-0.0000004517427
0.409,-0.0000004130905
0.4092,-0.0000003753807
0.4094,-0.000000337671
0.4096,-0.0000002999612
0.4098,-0.0000002622514
0.41,-0.0000002245416
0.4102,-0.0000001876654
0.4104,-0.0000001507892
0.4106,-0.000000113913
0.4108,-0.00000007703686
0.411,-0.00000004016068
0.4112,-0.000000003938451
0.4114,0.00000003228378
0.4116,0.00000006850601
0.4118,0.0000001047282
0.412,0.0000001409505
0.4122,0.0000001766673
0.4124,0.0000002123842
0.4126,0.000000248101
0.4128,0.0000002838179
0.413,0.0000003195347
0.4132,0.0000003549647
0.4134,0.0000003903947
0.4136,0.0000004258247
0.4138,0.0000004612547
0.414,0.0000004966847
0.4142,0.0000005319656
0.4144,0.0000005672465
0.4146,0.0000006025273
0.4148,0.0000006378082
0.415,0.0000006730891
0.4152,0.0000007084457
0.4154,0.0000007438023
0.4156,0.0000007791589
0.4158,0.0000008145155
0.416,0.000000849872
0.4162,0.0000008854881
0.4164,0.0000009211041
0.4166,0.0000009567202
0.4168,0.0000009923362
0.417,0.000001027952
0.4172,0.00000106401
0.4174,0.000001100067
0.4176,0.000001136125
0.4178,0.000001172182
0.418,0.00000120824
0.4182,0.000001244897
0.4184,0.000001281554
0.4186,0.000001318211
0.4188,0.000001354868
0.419,0.000001391524
0.4192,0.000001428935
0.4194,0.000001466345
0.4196,0.000001503755
0.4198,0.000001541165
0.42,0.000001578575
0.4202,0.000001616933
0.4204,0.00000165529
0.4206,0.000001693648
0.4208,0.000001732005
0.421,0.000001770363
0.4212,0.000001809763
0.4214,0.000001849162
0.4216,0.000001888562
0.4218,0.000001927962
0.422,0.000001967361
0.4222,0.000002007929
0.4224,0.000002048496
0.4226,0.000002089063
0.4228,0.00000212963
0.423,0.000002170197
0.4232,0.000002212036
0.4234,0.000002253874
0.4236,0.000002295713
0.4238,0.000002337551
0.424,0.00000237939
0.4242,0.000002422587
0.4244,0.000002465785
0.4246,0.000002508982
0.4248,0.00000255218
0.425,0.000002595378
0.4252,0.000002639947
0.4254,0.000002684517
0.4256,0.000002729086
0.4258,0.000002773656
0.426,0.000002818225
0.4262,0.000002864232
0.4264,0.000002910238
0.4266,0.000002956245
0.4268,0.000003002252
0.427,0.000003048258
0.4272,0.00000309568
0.4274,0.000003143102
0.4276,0.000003190525
0.4278,0.000003237947
0.428,0.000003285369
0.4282,0.000003334214
0.4284,0.000003383059
0.4286,0.000003431903
0.4288,0.000003480748
0.429,0.000003529593
0.4292,0.000003579805
0.4294,0.000003630016
0.4296,0.000003680227
0.4298,0.000003730439
0.43,0.00000378065
0.4302,0.000003832168
0.4304,0.000003883685
0.4306,0.000003935203
0.4308,0.000003986721
0.431,0.000004038238
0.4312,0.000004090958
0.4314,0.000004143678
0.4316,0.000004196397
0.4318,0.000004249117
0.432,0.000004301837
0.4322,0.000004355663
0.4324,0.00000440949
0.4326,0.000004463316
0.4328,0.000004517143
0.433,0.00000457097
0.4332,0.00000462576
0.4334,0.00000468055
0.4336,0.00000473534
0.4338,0.000004790131
0.434,0.000004844921
0.4342,0.000004900549
0.4344,0.000004956177
0.4346,0.000005011805
0.4348,0.000005067433
0.435,0.000005123061
0.4352,0.000005179323
0.4354,0.000005235585
0.4356,0.000005291847
0.4358,0.000005348109
0.436,0.00000540437
0.4362,0.000005461117
0.4364,0.000005517864
0.4366,0.000005574611
0.4368,0.000005631358
0.437,0.000005688104
0.4372,0.000005745128
0.4374,0.000005802152
0.4376,0.000005859176
0.4378,0.0000059162
0.438,0.000005973224
0.4382,0.000006030323
0.4384,0.000006087423
0.4386,0.000006144522
0.4388,0.000006201622
0.439,0.000006258721
0.4392,0.000006315673
0.4394,0.000006372625
0.4396,0.000006429577
0.4398,0.000006486529
0.44,0.000006543481
0.4402,0.000006600081
0.4404,0.00000665668
0.4406,0.00000671328
0.4408,0.000006769879
0.441,0.000006826479
0.4412,0.000006882528
0.4414,0.000006938576
0.4416,0.000006994625
0.4418,0.000007050673
0.442,0.000007106722
0.4422,0.000007161981
0.4424,0.000007217241
0.4426,0.0000072725
0.4428,0.000007327759
0.443,0.000007383019
0.4432,0.000007437267
0.4434,0.000007491516
0.4436,0.000007545765
0.4438,0.000007600013
0.444,0.000007654262
0.4442,0.000007707336
0.4444,0.00000776041
0.4446,0.000007813484
0.4448,0.000007866558
0.445,0.000007919632
0.4452,0.000007971268
0.4454,0.000008022904
0.4456,0.000008074539
0.4458,0.000008126175
0.446,0.000008177811
0.4462,0.000008227874
0.4464,0.000008277936
0.4466,0.000008327998
0.4468,0.000008378061
0.447,0.000008428123
0.4472,0.000008476423
0.4474,0.000008524722
0.4476,0.000008573022
0.4478,0.000008621322
0.448,0.000008669621
0.4482,0.000008715991
0.4484,0.00000876236
0.4486,0.00000880873
0.4488,0.0000088551
0.449,0.000008901469
0.4492,0.000008945778
0.4494,0.000008990087
0.4496,0.000009034396
0.4498,0.000009078704
0.45,0.000009123013
0.4502,0.000009165117
0.4504,0.00000920722
0.4506,0.000009249324
0.4508,0.000009291427
0.451,0.00000933353
0.4512,0.000009373338
0.4514,0.000009413146
0.4516,0.000009452954
0.4518,0.000009492762
0.452,0.00000953257
0.4522,0.000009569995
0.4524,0.000009607419
0.4526,0.000009644843
0.4528,0.000009682268
0.453,0.000009719692
0.4532,0.000009754666
0.4534,0.00000978964
0.4536,0.000009824614
0.4538,0.000009859588
0.454,0.000009894562
0.4542,0.00000992705
0.4544,0.000009959537
0.4546,0.000009992024
0.4548,0.00001002451
0.455,0.000010057
0.4552,0.00001008696
0.4554,0.00001011691
0.4556,0.00001014687
0.4558,0.00001017683
0.456,0.00001020678
0.4562,0.00001023424
0.4564,0.0000102617
0.4566,0.00001028916
0.4568,0.00001031662
0.457,0.00001034407
0.4572,0.00001036902
0.4574,0.00001039397
0.4576,0.00001041891
0.4578,0.00001044386
0.458,0.0000104688
0.4582,0.0000104913
0.4584,0.0000105138
0.4586,0.0000105363
0.4588,0.0000105588
0.459,0.0000105813
0.4592,0.00001060138
0.4594,0.00001062145
0.4596,0.00001064153
0.4598,0.00001066161
0.46,0.00001068169
0.4602,0.00001069943
0.4604,0.00001071717
0.4606,0.00001073491
0.4608,0.00001075265
0.461,0.00001077039
0.4612,0.00001078589
0.4614,0.00001080139
0.4616,0.00001081689
0.4618,0.00001083239
0.462,0.00001084789
0.4622,0.00001086127
0.4624,0.00001087465
0.4626,0.00001088804
0.4628,0.00001090142
0.463,0.0000109148
0.4632,0.00001092611
0.4634,0.00001093743
0.4636,0.00001094874
0.4638,0.00001096006
0.464,0.00001097137
0.4642,0.00001098079
0.4644,0.00001099021
0.4646,0.00001099964
0.4648,0.00001100906
0.465,0.00001101848
0.4652,0.00001102612
0.4654,0.00001103376
0.4656,0.0000110414
0.4658,0.00001104904
0.466,0.00001105667
0.4662,0.00001106265
0.4664,0.00001106863
0.4666,0.0000110746
0.4668,0.00001108058
0.467,0.00001108655
0.4672,0.00001109104
0.4674,0.00001109552
0.4676,0.00001110001
0.4678,0.00001110449
0.468,0.00001110898
0.4682,0.00001111206
0.4684,0.00001111514
0.4686,0.00001111822
0.4688,0.0000111213
0.469,0.00001112438
0.4692,0.00001112625
